N,P,K,ph,temperature,humidity,rainfall,crop
80,52,50,6.71,27.05,65.15,136.01,Groundnut
80,46,38,6.24,16.37,46.08,73.1,Barley
62,48,44,7.05,12.08,42.74,91.92,Barley
68,37,40,6.58,20.78,52.99,76.58,Barley
115,58,52,6.39,25.57,79.43,225.17,Rice
86,44,56,6.52,20.55,56.04,79.1,Wheat
65,58,46,6.4,20.82,54.88,104.32,Wheat
128,66,67,6.98,35.64,57.33,75.96,Cotton
105,49,54,6.63,31.83,58.41,157.3,Maize
97,60,60,6.34,23.44,58.69,140.67,Maize
150,77,95,7.13,33.06,83.27,267.73,Sugarcane
87,43,54,7.19,14.32,63.56,77.43,Wheat
163,77,92,7.73,30.61,81.35,273.83,Sugarcane
96,65,66,6.78,25.41,66.43,114.51,Maize
121,69,64,6.14,35.46,86.32,245.51,Rice
72,28,60,6.15,29.48,53.04,122.22,Groundnut
71,44,46,6.0,23.36,77.36,83.44,Groundnut
88,48,53,6.62,20.15,60.85,151.83,Maize
114,75,78,6.73,33.32,58.23,127.71,Cotton
108,48,51,6.17,21.61,67.89,147.84,Maize
157,78,92,6.98,30.79,81.02,258.1,Sugarcane
131,64,42,6.24,26.31,87.4,167.5,Rice
179,80,88,7.31,29.83,81.36,224.65,Sugarcane
122,44,63,6.71,27.76,93.72,237.2,Rice
129,68,66,7.11,28.0,60.06,105.78,Cotton
64,51,44,6.8,20.54,52.81,56.42,Barley
168,71,110,6.94,32.35,84.93,267.76,Sugarcane
153,79,104,7.2,33.72,72.43,255.25,Sugarcane
102,59,51,6.45,26.73,69.34,124.15,Maize
172,78,90,7.06,31.28,67.1,253.73,Sugarcane
110,61,55,6.75,31.93,89.32,226.12,Rice
117,60,68,6.78,27.67,83.06,218.88,Rice
127,63,62,6.3,29.11,84.38,229.16,Rice
98,53,64,6.42,22.3,57.13,147.25,Maize
98,53,55,6.84,23.32,72.25,148.42,Maize
154,82,91,7.24,24.62,74.23,260.98,Sugarcane
67,47,41,6.12,15.42,44.91,47.58,Barley
165,84,85,7.41,28.35,71.94,225.99,Sugarcane
116,79,74,6.67,32.73,65.03,112.24,Cotton
87,60,49,6.54,20.04,53.48,92.41,Wheat
97,61,69,6.66,26.4,62.42,119.79,Maize
61,49,27,6.71,16.93,53.0,92.17,Barley
156,66,93,7.48,28.02,83.31,267.38,Sugarcane
63,46,37,6.74,16.09,50.57,72.37,Barley
86,47,44,6.84,17.03,57.51,47.55,Wheat
66,42,25,6.96,24.68,55.29,132.46,Groundnut
116,50,67,6.91,33.01,91.12,216.05,Rice
116,46,76,6.54,26.52,91.64,200.54,Rice
77,50,46,6.54,19.95,54.77,183.4,Maize
70,43,38,6.66,19.37,53.79,68.2,Wheat
70,27,51,6.57,14.68,44.63,41.26,Barley
102,62,43,6.83,20.02,62.58,94.37,Wheat
85,58,51,6.72,28.34,62.28,152.28,Maize
90,59,60,6.53,22.79,62.36,138.79,Maize
124,72,70,6.19,30.46,80.25,233.92,Rice
101,53,53,6.03,22.74,64.66,162.29,Maize
75,31,58,6.28,28.5,67.61,107.36,Groundnut
69,44,40,6.21,24.37,60.14,119.85,Groundnut
161,80,68,7.19,25.05,71.37,269.89,Sugarcane
116,63,71,6.84,31.11,65.95,109.73,Cotton
78,36,62,6.2,24.6,57.29,82.7,Groundnut
171,84,99,6.77,26.83,85.3,272.94,Sugarcane
103,44,38,6.78,16.96,50.79,78.4,Wheat
72,31,52,6.35,18.88,43.02,78.48,Barley
110,59,64,6.98,27.73,65.52,141.95,Maize
106,63,71,6.06,28.3,69.17,128.39,Maize
60,42,37,6.34,21.24,57.05,67.9,Barley
150,78,83,7.43,33.85,84.79,257.03,Sugarcane
113,60,47,6.48,28.37,59.39,136.39,Maize
109,80,74,6.39,28.77,81.85,228.65,Rice
90,53,53,6.47,29.45,60.62,123.37,Groundnut
54,49,45,6.56,22.13,48.43,73.39,Barley
70,46,49,6.24,18.71,46.29,37.05,Barley
110,46,57,6.46,26.49,73.26,200.77,Maize
108,52,51,6.1,29.07,61.64,118.26,Maize
95,49,54,6.17,24.84,64.76,152.98,Maize
168,90,102,6.89,30.75,72.99,282.95,Sugarcane
62,35,52,6.7,14.16,44.99,88.45,Barley
91,56,53,5.97,22.92,63.41,154.55,Maize
77,48,45,6.71,25.27,63.58,139.82,Maize
121,57,77,6.66,27.27,57.53,99.78,Cotton
155,65,98,6.47,36.45,78.08,222.78,Sugarcane
92,62,53,6.64,26.23,64.52,121.06,Maize
103,45,50,6.86,19.86,55.07,83.8,Wheat
60,40,34,6.8,21.83,58.56,76.02,Barley
115,64,58,6.34,29.23,82.02,249.86,Rice
75,37,57,6.71,17.23,52.73,68.48,Barley
103,47,50,5.95,30.13,58.5,150.85,Maize
142,74,50,6.87,26.8,85.65,218.73,Rice
92,55,57,6.65,30.52,58.48,146.76,Maize
136,48,56,6.44,32.32,77.82,243.26,Rice
59,66,47,6.27,20.46,53.26,109.69,Groundnut
157,76,84,7.71,31.46,75.34,240.48,Sugarcane
54,49,45,6.6,18.87,48.65,96.68,Barley
156,75,89,7.07,30.82,74.0,241.33,Sugarcane
112,53,68,6.0,26.75,85.17,222.23,Rice
104,55,64,6.27,21.48,65.84,147.6,Maize
127,73,70,6.59,26.94,62.92,142.93,Cotton
99,55,52,6.6,17.4,54.61,90.99,Wheat
99,41,53,6.37,25.6,62.2,109.85,Maize
79,58,59,6.4,24.53,68.34,127.7,Maize
77,35,43,6.92,18.01,52.09,56.64,Barley
132,75,64,7.73,34.04,58.87,96.06,Cotton
107,49,37,6.44,18.13,55.7,119.39,Wheat
93,58,51,6.42,24.76,68.69,158.37,Maize
91,55,55,6.15,27.93,56.5,143.68,Maize
168,82,84,7.23,28.58,75.62,222.43,Sugarcane
54,53,53,7.19,13.68,51.35,110.87,Barley
70,41,57,6.64,26.62,60.3,82.38,Groundnut
70,29,50,6.26,14.1,48.18,60.61,Barley
118,58,60,6.42,26.7,91.36,196.61,Rice
111,61,60,6.06,29.07,87.8,241.66,Rice
81,53,55,6.66,12.75,40.0,28.56,Barley
79,50,41,6.65,23.05,49.32,91.74,Wheat
100,67,56,6.89,16.98,55.91,107.2,Wheat
121,67,65,7.01,31.61,56.26,112.38,Cotton
139,66,69,6.72,33.6,55.03,104.03,Cotton
112,56,55,6.16,26.96,88.85,198.92,Rice
91,64,63,6.38,25.63,72.07,117.33,Maize
139,82,54,6.76,28.17,55.97,144.04,Cotton
113,63,66,6.63,31.57,88.54,227.03,Rice
106,54,57,5.92,25.78,88.26,248.55,Rice
147,68,65,7.0,32.39,57.5,119.42,Cotton
55,58,48,6.82,29.69,61.28,102.57,Groundnut
94,55,59,6.51,17.5,67.13,78.42,Wheat
161,90,85,7.63,33.2,82.43,255.06,Sugarcane
100,48,41,6.52,25.22,68.92,137.13,Maize
128,57,84,6.95,29.63,62.24,112.92,Cotton
106,64,62,6.48,29.04,81.6,224.65,Rice
84,59,47,6.46,16.61,55.27,53.27,Wheat
118,48,56,6.31,26.93,82.24,198.06,Rice
61,61,52,6.27,27.6,57.51,133.69,Groundnut
60,72,48,7.15,20.78,44.42,84.48,Barley
117,50,53,6.79,28.41,82.25,230.19,Rice
89,48,49,6.66,18.21,48.5,66.76,Barley
112,70,75,6.39,31.75,79.72,241.5,Rice
141,82,88,7.11,29.46,78.77,267.63,Sugarcane
130,59,57,7.26,29.58,67.71,123.08,Cotton
68,49,61,5.97,22.79,75.0,106.18,Groundnut
113,61,61,5.92,22.56,86.48,222.71,Rice
120,75,68,7.02,25.23,62.52,95.59,Cotton
60,50,34,7.22,9.64,44.68,115.07,Barley
55,32,60,6.0,26.42,64.61,71.23,Groundnut
61,56,50,7.23,15.07,53.51,84.66,Barley
120,62,56,6.48,26.97,88.11,212.61,Rice
137,66,67,7.19,26.43,57.79,122.41,Cotton
80,51,39,6.6,21.67,55.31,42.41,Wheat
125,65,61,6.56,25.6,83.45,223.84,Rice
88,47,43,6.65,17.08,55.03,87.87,Wheat
116,73,62,6.14,27.91,85.09,229.45,Rice
91,53,51,6.94,19.3,46.14,92.74,Wheat
85,59,57,6.07,30.14,67.67,112.39,Maize
129,74,63,7.21,32.55,65.94,79.3,Cotton
117,56,58,6.49,22.36,77.15,207.26,Rice
132,77,78,7.02,25.3,60.74,114.24,Cotton
131,61,65,7.11,33.17,50.95,141.41,Cotton
103,48,63,6.86,27.82,65.35,80.19,Maize
148,84,98,6.64,29.63,80.76,218.82,Sugarcane
78,55,50,6.74,14.23,54.78,27.47,Wheat
129,64,73,7.39,34.32,66.97,81.94,Cotton
108,67,63,6.72,28.97,85.71,185.48,Rice
126,88,79,7.12,32.96,59.94,91.87,Cotton
171,79,101,6.97,29.11,69.33,243.77,Sugarcane
173,84,101,6.57,30.93,78.06,215.63,Sugarcane
139,79,73,7.21,25.66,58.85,48.39,Cotton
91,53,51,6.46,24.12,60.98,93.83,Groundnut
79,53,44,7.31,15.75,47.47,72.54,Barley
45,45,40,6.49,15.89,39.51,66.42,Barley
137,68,67,6.91,35.55,51.26,91.81,Cotton
91,59,48,6.84,17.72,59.01,66.64,Wheat
117,48,70,7.03,27.88,95.8,221.83,Rice
140,76,63,6.69,33.37,54.12,97.49,Cotton
122,61,66,6.36,29.17,84.48,225.31,Rice
80,33,45,7.25,18.79,49.01,100.34,Wheat
102,59,44,6.32,27.56,64.58,143.75,Maize
82,52,52,6.58,21.73,63.8,151.53,Maize
57,50,52,7.12,14.42,48.18,87.61,Barley
66,54,51,7.12,18.85,55.29,102.58,Wheat
54,65,54,6.49,13.4,51.7,84.09,Barley
112,74,63,7.27,32.02,57.63,61.67,Cotton
93,47,35,6.45,30.56,68.65,144.55,Maize
112,44,56,6.7,32.18,88.55,228.59,Rice
72,41,39,6.61,12.92,44.28,53.9,Barley
118,78,56,6.83,27.76,46.95,117.33,Cotton
75,56,52,6.61,15.75,53.33,54.03,Wheat
101,47,56,6.24,26.48,71.7,145.22,Maize
124,71,78,7.11,28.46,58.14,111.53,Cotton
98,55,45,7.07,14.52,60.39,74.78,Wheat
115,57,67,6.68,24.26,85.27,205.81,Rice
164,80,98,6.86,29.33,75.57,221.32,Sugarcane
83,43,46,7.45,16.8,59.53,72.48,Wheat
87,58,47,6.51,19.1,49.48,90.71,Wheat
89,50,60,6.52,26.28,59.93,129.4,Maize
88,41,38,7.58,14.61,52.41,90.34,Wheat
71,69,70,6.18,31.44,54.45,107.99,Groundnut
157,64,68,6.7,30.31,64.08,124.32,Cotton
118,59,46,6.52,27.73,93.05,201.21,Rice
102,61,56,7.11,26.53,69.96,133.52,Maize
163,74,98,6.53,30.62,68.53,229.55,Sugarcane
78,45,48,6.45,22.41,48.37,106.92,Wheat
47,36,42,7.18,15.28,46.6,82.13,Barley
93,64,45,7.03,18.92,61.48,91.52,Wheat
70,38,60,6.8,19.5,57.68,81.12,Wheat
117,57,54,6.62,27.46,81.75,246.43,Rice
137,68,51,6.73,34.72,52.81,123.92,Cotton
134,70,56,6.39,32.25,64.37,136.63,Cotton
111,58,61,5.93,28.18,69.7,95.21,Maize
86,57,50,6.57,28.54,60.25,141.84,Maize
68,53,63,6.19,28.76,59.1,119.26,Groundnut
108,77,76,6.79,32.35,60.56,70.41,Cotton
106,42,57,6.75,27.65,63.05,115.01,Maize
117,60,74,6.96,26.08,55.89,116.28,Cotton
101,53,62,6.62,27.45,62.59,140.03,Maize
119,55,75,6.95,25.4,87.79,234.99,Rice
64,46,53,6.47,27.99,55.53,87.33,Groundnut
113,55,57,6.48,30.15,84.74,220.32,Rice
65,65,34,6.9,16.53,52.02,45.88,Barley
137,72,69,6.59,34.06,61.52,79.44,Cotton
62,41,56,7.12,19.44,54.35,52.32,Barley
73,58,46,6.44,27.61,62.07,86.16,Groundnut
90,52,47,6.66,16.22,54.88,32.34,Wheat
119,58,63,6.05,27.91,86.98,220.66,Rice
119,62,57,6.47,26.22,91.37,217.73,Rice
98,63,59,6.93,20.71,50.57,95.53,Wheat
127,78,58,7.32,34.83,68.02,132.21,Cotton
113,63,64,6.59,22.92,90.03,208.61,Rice
76,71,58,6.28,28.53,67.02,112.45,Groundnut
101,79,73,7.05,28.72,54.93,133.01,Cotton
80,57,68,5.78,25.82,60.16,85.38,Groundnut
76,49,46,6.37,27.63,60.25,112.82,Groundnut
52,50,49,6.95,18.48,47.46,66.39,Barley
90,55,62,7.14,21.36,55.96,95.88,Wheat
65,41,60,6.09,23.1,60.2,83.7,Groundnut
91,53,41,6.91,17.32,56.41,65.51,Wheat
84,62,48,7.42,12.78,52.39,49.05,Wheat
120,51,67,7.1,27.95,87.53,221.69,Rice
62,47,57,5.93,29.38,58.17,74.21,Groundnut
67,51,46,5.95,25.49,68.17,85.14,Groundnut
93,36,56,6.47,22.68,54.76,55.07,Wheat
97,54,59,6.79,26.51,70.82,116.12,Maize
161,78,87,7.58,29.67,70.5,269.54,Sugarcane
123,54,57,5.98,27.68,90.56,233.71,Rice
93,45,66,7.37,17.98,64.78,109.76,Wheat
122,47,75,6.35,30.09,80.82,226.16,Rice
50,64,56,6.38,25.28,60.83,117.95,Groundnut
120,53,57,6.4,23.87,82.69,227.75,Rice
117,58,50,6.42,29.17,61.32,110.36,Maize
139,55,70,6.74,27.79,55.53,97.19,Cotton
66,50,51,6.35,25.48,61.68,89.82,Groundnut
155,81,89,7.25,33.0,76.72,267.96,Sugarcane
49,52,57,6.17,26.12,57.21,107.71,Groundnut
94,64,58,6.96,21.09,53.14,69.83,Wheat
67,53,62,6.33,24.84,52.8,123.2,Groundnut
62,50,36,5.74,22.34,67.09,84.49,Groundnut
91,70,66,5.88,26.18,92.84,248.96,Rice
140,63,64,7.31,36.07,62.87,92.22,Cotton
55,49,42,6.69,20.1,52.21,57.15,Barley
79,60,43,6.59,23.29,58.51,77.11,Groundnut
73,57,55,6.44,26.4,51.71,99.05,Groundnut
140,76,83,7.04,30.2,70.29,121.64,Cotton
91,50,50,6.6,17.59,54.1,79.85,Wheat
62,43,55,6.29,14.54,42.25,71.41,Barley
95,38,40,6.35,29.12,64.32,105.76,Groundnut
119,57,85,6.69,36.24,58.89,87.38,Cotton
121,54,56,6.3,29.27,87.61,208.53,Rice
155,79,95,6.78,29.76,83.5,250.58,Sugarcane
87,39,52,6.97,20.18,56.75,74.58,Wheat
116,61,51,6.53,25.71,84.29,237.56,Rice
101,57,54,6.98,16.15,64.29,80.86,Wheat
121,69,64,6.84,28.5,64.76,125.27,Maize
141,67,62,7.16,33.73,60.47,132.49,Cotton
97,57,57,6.24,26.95,71.19,133.32,Maize
67,39,42,6.23,25.58,55.13,86.26,Groundnut
69,51,45,7.09,12.6,47.98,79.18,Barley
85,45,49,6.81,27.2,58.76,96.54,Groundnut
128,70,67,6.51,36.63,65.8,107.92,Cotton
88,39,45,7.03,20.07,54.0,93.67,Wheat
99,63,60,6.74,25.38,74.63,149.68,Maize
135,64,57,6.61,27.0,90.87,227.39,Rice
78,63,64,6.73,16.89,58.06,91.02,Wheat
65,56,52,6.66,12.62,48.79,43.25,Barley
92,48,67,6.82,27.15,59.43,174.9,Maize
144,61,59,6.53,39.99,62.32,104.59,Cotton
102,56,59,6.28,24.45,83.0,225.39,Rice
94,44,59,6.58,26.99,68.13,149.13,Maize
60,51,69,6.59,28.86,69.96,109.36,Groundnut
101,58,48,6.67,30.35,80.51,204.68,Rice
72,36,53,7.12,17.42,49.17,90.49,Barley
162,74,81,6.72,30.5,75.41,273.89,Sugarcane
52,59,50,6.14,22.43,62.6,103.04,Groundnut
57,54,56,6.5,35.13,55.42,107.38,Groundnut
57,35,51,6.2,26.57,53.04,75.8,Groundnut
126,73,77,6.38,33.88,57.71,132.51,Cotton
105,69,51,5.8,27.44,65.83,125.35,Maize
116,61,61,6.87,27.71,86.4,232.16,Rice
58,63,58,6.22,30.64,62.77,124.12,Groundnut
84,55,55,7.17,16.95,46.01,81.4,Wheat
75,50,61,6.93,28.88,61.57,100.28,Groundnut
99,57,52,6.9,24.88,56.46,194.86,Maize
86,37,56,6.76,25.12,61.88,97.56,Groundnut
121,70,69,7.32,33.48,56.15,94.79,Cotton
110,53,56,5.99,25.08,88.52,193.85,Rice
88,45,51,6.71,20.86,47.88,76.59,Barley
95,48,56,6.92,16.72,54.38,77.04,Wheat
137,79,65,7.33,36.46,58.75,109.87,Cotton
102,59,50,6.22,33.37,63.49,136.31,Maize
104,46,41,6.67,25.45,53.06,73.5,Wheat
126,71,53,6.64,34.04,56.24,83.95,Cotton
95,48,54,6.29,20.7,59.72,172.76,Maize
143,76,95,6.73,32.39,70.97,255.43,Sugarcane
105,60,56,6.82,18.07,58.82,72.17,Wheat
93,47,37,6.73,18.7,53.06,46.69,Wheat
70,46,48,6.66,12.45,39.79,57.65,Barley
128,69,82,7.17,34.37,52.11,96.87,Cotton
76,43,51,6.33,27.4,65.14,91.51,Groundnut
115,49,79,6.65,34.59,60.23,86.72,Cotton
132,73,64,6.14,33.96,82.35,213.3,Rice
70,36,41,6.4,17.92,55.11,83.39,Barley
69,49,46,6.33,26.79,47.98,100.52,Groundnut
159,81,97,7.35,28.27,78.02,261.88,Sugarcane
120,80,80,6.88,39.03,62.29,87.86,Cotton
82,45,36,6.39,15.4,53.38,127.79,Barley
66,55,63,6.37,24.32,57.87,81.94,Groundnut
77,49,30,6.13,28.06,60.3,120.81,Groundnut
98,54,58,6.5,25.6,71.54,151.31,Maize
64,42,50,7.04,21.25,53.22,72.73,Barley
140,85,94,6.71,26.5,79.41,272.38,Sugarcane
135,83,61,7.29,26.19,60.09,114.9,Cotton
63,54,36,6.1,30.31,57.54,112.8,Groundnut
86,45,50,7.2,17.55,54.56,115.55,Wheat
150,77,72,7.09,28.02,76.61,244.7,Sugarcane
99,39,68,7.06,12.95,51.45,96.32,Wheat
56,41,49,6.61,13.63,45.24,95.33,Barley
64,35,53,6.85,13.41,49.01,52.27,Barley
114,46,51,6.77,27.53,82.26,223.2,Rice
137,68,66,6.36,32.54,83.91,219.37,Rice
85,41,28,6.38,17.8,56.74,73.26,Barley
73,54,32,6.23,29.42,48.23,67.65,Groundnut
100,54,52,6.4,27.15,70.67,130.38,Maize
122,75,84,6.58,27.45,87.67,237.75,Rice
61,51,44,7.04,15.7,49.32,77.42,Barley
94,65,56,6.24,28.75,58.68,165.69,Maize
179,59,94,7.5,25.33,71.4,242.13,Sugarcane
107,47,66,6.71,28.67,59.6,163.43,Maize
80,47,40,6.03,21.08,54.98,111.95,Wheat
165,89,85,6.74,28.11,69.68,238.7,Sugarcane
70,70,48,6.09,23.48,64.53,132.62,Groundnut
100,55,71,6.35,29.68,67.4,128.56,Maize
113,39,53,6.99,28.87,71.63,139.86,Maize
69,51,44,6.3,21.2,52.33,55.58,Barley
118,72,76,6.68,32.9,57.24,149.92,Cotton
77,41,40,7.06,16.45,43.14,71.55,Barley
62,42,36,6.35,18.3,48.38,87.71,Barley
152,87,74,7.24,26.26,72.38,240.83,Sugarcane
88,46,61,7.15,18.32,48.61,55.48,Wheat
140,74,58,6.69,29.94,91.84,200.7,Rice
108,60,46,6.65,30.61,86.64,197.58,Rice
154,77,90,7.17,31.3,72.8,260.59,Sugarcane
118,54,70,7.06,35.65,63.03,149.31,Cotton
95,57,62,7.1,18.19,48.46,83.11,Wheat
89,51,61,6.94,18.6,50.21,93.42,Wheat
90,45,56,6.78,15.38,50.4,50.46,Wheat
79,59,38,6.21,29.24,67.37,127.78,Groundnut
124,60,49,6.7,26.52,77.22,211.44,Rice
121,63,61,6.38,24.41,92.25,256.14,Rice
171,79,102,7.5,29.45,73.16,243.01,Sugarcane
78,59,59,6.04,27.61,51.11,101.59,Groundnut
63,43,55,6.44,27.98,59.06,74.39,Groundnut
66,39,47,6.97,19.47,57.36,72.33,Wheat
63,68,46,6.6,33.23,63.9,84.24,Groundnut
77,33,36,7.15,20.57,49.92,69.53,Barley
66,48,50,6.64,24.56,61.02,105.81,Groundnut
158,68,88,6.65,29.05,73.22,286.34,Sugarcane
124,72,85,6.44,25.91,58.68,130.62,Cotton
103,43,56,6.96,17.88,50.03,65.51,Wheat
141,74,96,7.01,33.64,68.93,263.92,Sugarcane
102,50,43,6.48,29.28,76.33,144.84,Maize
116,55,66,6.55,27.44,91.96,215.76,Rice
67,38,44,6.39,10.89,48.67,59.92,Barley
56,44,36,6.99,14.37,41.44,72.27,Barley
56,57,35,6.72,13.84,52.97,65.95,Barley
58,38,35,7.04,15.33,51.36,39.12,Barley
104,48,59,5.97,22.11,74.13,114.88,Maize
60,59,50,6.87,13.17,59.03,126.3,Barley
98,61,58,6.3,23.87,62.39,151.6,Maize
56,33,27,6.56,16.68,54.07,43.29,Barley
129,69,85,6.62,25.0,61.59,134.02,Cotton
92,59,41,5.97,27.9,67.44,142.73,Maize
125,60,64,6.16,32.67,89.96,193.1,Rice
150,76,90,7.55,28.4,73.0,223.04,Sugarcane
90,66,51,6.47,25.52,56.15,160.18,Maize
58,47,40,6.24,15.41,55.81,68.72,Barley
95,45,67,6.51,29.26,70.22,120.64,Maize
51,58,31,6.06,18.1,48.48,78.63,Barley
65,54,45,6.75,10.82,51.3,44.18,Barley
83,56,62,6.48,31.74,59.59,115.83,Maize
105,62,50,6.43,24.3,58.34,135.61,Maize
168,82,80,7.15,32.32,74.42,239.54,Sugarcane
123,52,70,6.78,29.91,59.9,111.25,Cotton
110,56,62,6.5,25.31,82.56,241.49,Rice
70,38,46,6.67,16.44,46.16,78.38,Barley
103,57,54,6.85,18.96,60.94,104.47,Wheat
110,67,68,5.85,25.21,77.52,207.0,Rice
65,63,63,5.87,27.97,57.69,105.04,Groundnut
97,61,50,6.99,15.96,56.46,106.59,Wheat
69,66,54,6.36,24.79,58.29,130.2,Groundnut
155,74,88,7.0,33.17,81.64,258.53,Sugarcane
67,51,55,6.27,26.63,61.33,92.02,Groundnut
81,69,34,6.69,28.93,56.29,92.75,Groundnut
146,63,76,6.37,29.67,55.92,87.92,Cotton
70,54,38,6.94,14.16,43.25,57.77,Barley
120,66,46,6.56,26.01,87.85,204.73,Rice
53,49,35,6.47,13.07,50.85,81.76,Barley
93,44,42,6.94,18.65,51.05,51.23,Wheat
93,40,36,6.62,19.19,51.36,72.9,Wheat
124,72,63,6.95,29.62,90.31,213.53,Rice
164,79,97,7.55,31.06,78.36,239.17,Sugarcane
58,54,60,7.06,30.15,61.81,105.5,Groundnut
125,67,69,7.0,28.73,86.37,189.54,Rice
59,44,53,6.74,15.12,53.37,99.52,Barley
78,45,50,7.26,13.89,48.79,102.01,Barley
94,53,47,7.05,17.33,51.73,50.64,Wheat
106,63,45,6.74,16.77,51.64,43.17,Wheat
109,62,42,6.59,23.99,57.97,131.72,Maize
79,49,47,7.63,21.15,55.25,77.76,Wheat
138,57,65,7.0,34.61,70.98,84.22,Cotton
137,66,76,7.02,28.99,59.4,100.9,Cotton
53,42,42,6.43,17.64,47.53,62.74,Barley
94,55,53,6.83,20.09,42.91,82.22,Wheat
89,55,36,7.13,14.58,53.46,104.88,Wheat
109,51,65,6.01,27.01,87.27,218.68,Rice
51,45,52,6.91,15.74,48.28,46.84,Barley
69,49,53,6.25,19.25,48.92,56.17,Barley
78,50,59,6.59,29.67,57.36,114.26,Groundnut
114,57,68,6.05,26.93,89.77,214.0,Rice
111,62,54,6.66,28.45,86.49,204.35,Rice
100,43,43,7.19,19.94,55.41,89.47,Wheat
80,42,45,6.68,19.97,44.03,54.3,Barley
108,85,77,6.75,29.3,60.05,109.67,Cotton
63,52,33,6.52,15.43,43.1,82.74,Barley
122,71,83,7.08,27.21,55.42,90.16,Cotton
103,40,34,5.8,29.98,64.62,129.35,Maize
171,83,81,7.31,35.51,71.53,232.18,Sugarcane
158,82,101,6.58,26.96,74.57,227.2,Sugarcane
104,57,57,6.31,22.91,61.55,133.48,Maize
123,64,71,6.76,26.38,84.49,233.42,Rice
89,53,53,6.64,27.9,62.24,110.14,Maize
102,56,60,6.62,28.35,67.32,114.71,Maize
147,74,83,7.14,34.12,57.41,115.71,Cotton
74,56,50,7.03,16.1,58.23,96.88,Wheat
135,73,64,6.75,31.87,50.17,100.26,Cotton
174,81,89,7.51,29.7,80.72,247.87,Sugarcane
120,67,63,6.38,22.9,80.95,223.76,Rice
118,51,64,6.3,26.44,89.27,220.59,Rice
133,73,63,6.75,31.19,58.09,123.76,Cotton
154,76,92,7.3,31.58,75.16,243.89,Sugarcane
61,51,29,6.79,14.36,58.08,76.58,Barley
169,80,86,6.91,24.05,80.82,271.02,Sugarcane
126,82,70,6.88,32.02,72.73,110.8,Cotton
93,50,39,6.92,23.57,55.16,48.12,Wheat
123,74,79,7.13,29.63,56.58,118.7,Cotton
54,52,42,5.88,14.82,49.44,77.76,Barley
65,46,36,6.95,18.57,52.81,73.26,Barley
111,49,53,6.03,32.02,71.32,143.76,Maize
100,56,53,6.49,22.85,66.47,165.61,Maize
51,47,63,6.07,33.81,62.72,110.34,Groundnut
55,60,58,6.19,30.19,53.47,96.53,Groundnut
141,75,89,6.77,26.3,75.21,248.4,Sugarcane
108,45,64,6.97,23.26,60.43,148.21,Maize
112,61,59,5.99,25.73,62.21,145.05,Maize
72,37,35,5.98,30.04,59.75,121.99,Groundnut
156,89,93,6.66,30.51,76.93,254.1,Sugarcane
114,46,59,6.41,28.48,91.81,215.27,Rice
93,59,56,6.14,20.16,74.41,115.55,Maize
80,51,46,5.72,23.45,51.17,128.84,Groundnut
141,53,53,6.22,21.63,82.37,204.82,Rice
99,50,64,6.55,24.27,67.39,159.42,Maize
166,81,87,6.83,28.78,78.02,267.17,Sugarcane
95,39,64,6.57,17.33,56.65,68.69,Wheat
125,69,53,6.21,32.18,46.15,106.14,Cotton
51,53,61,6.13,29.88,64.25,105.88,Groundnut
104,48,49,6.31,25.37,73.86,112.46,Maize
176,66,83,6.97,30.07,78.56,267.31,Sugarcane
143,59,75,6.42,34.75,65.05,71.75,Cotton
157,82,96,7.4,31.11,82.64,237.67,Sugarcane
63,39,37,6.76,17.24,56.7,77.14,Barley
132,71,82,6.68,34.67,57.35,131.73,Cotton
162,72,86,7.33,26.73,88.6,220.89,Sugarcane
119,58,74,6.83,30.4,53.7,71.0,Cotton
145,42,64,6.23,26.24,81.9,201.82,Rice
68,53,57,6.93,16.08,49.32,89.89,Wheat
89,31,51,6.73,14.22,47.86,51.21,Barley
44,44,45,6.41,22.64,53.09,109.07,Groundnut
58,48,49,6.97,15.6,56.35,75.99,Barley
112,67,59,7.13,31.89,55.38,126.22,Cotton
101,42,51,6.74,19.52,50.72,81.8,Wheat
98,45,39,6.3,21.95,50.22,73.49,Wheat
135,59,62,6.65,26.11,89.32,165.85,Rice
88,49,60,6.05,25.89,63.4,86.88,Groundnut
69,52,55,6.39,20.59,54.44,141.43,Wheat
76,46,56,7.35,19.25,60.84,75.09,Wheat
140,63,60,7.04,36.78,63.75,81.86,Cotton
141,84,97,6.72,26.18,76.72,284.29,Sugarcane
141,54,74,6.35,30.76,66.21,77.32,Cotton
93,50,46,6.53,23.85,69.96,146.04,Maize
129,69,67,6.97,28.11,64.06,92.45,Cotton
133,53,65,6.32,27.53,84.08,203.09,Rice
90,68,56,6.28,29.31,67.47,104.56,Maize
119,62,62,6.48,29.13,59.01,83.16,Cotton
122,73,43,6.52,34.41,86.41,253.01,Rice
71,48,50,6.73,17.44,48.37,65.44,Barley
106,53,41,6.7,17.86,56.35,80.44,Wheat
130,66,61,6.79,28.69,51.02,149.27,Cotton
65,32,56,6.87,16.96,50.08,80.62,Barley
167,74,94,7.13,31.23,71.58,236.14,Sugarcane
168,79,77,7.03,28.15,60.05,246.88,Sugarcane
104,53,58,6.25,24.19,61.33,128.7,Maize
126,72,74,6.11,31.29,57.57,137.62,Cotton
91,35,43,6.71,18.62,53.01,59.25,Wheat
