N,P,K,ph,moisture,fertility
111,122,188,5.84,44.56,Low
23,83,124,7.54,60.37,Low
126,12,19,8.3,48.38,Low
82,101,87,7.08,60.5,High
100,22,172,7.21,33.47,Medium
99,100,173,4.91,14.68,Low
38,37,201,6.4,63.98,Medium
58,9,201,8.05,25.38,Low
81,131,10,5.46,53.14,Low
51,78,71,7.65,66.3,High
51,130,165,7.2,19.74,Low
114,9,175,5.39,51.89,Low
36,38,126,5.63,58.26,Medium
67,28,153,6.21,62.26,Medium
55,99,88,5.0,20.34,Low
75,75,197,8.15,67.76,Medium
34,96,115,7.46,16.59,Low
82,129,149,5.96,46.37,Medium
126,26,140,5.7,41.04,Low
138,19,68,7.26,25.52,Low
96,105,130,6.2,31.14,Medium
83,19,32,5.42,21.51,Low
134,57,102,6.22,39.8,High
76,106,145,7.99,12.49,Low
15,117,17,4.77,72.22,Low
134,36,170,5.97,21.44,Low
67,25,157,8.35,72.02,Low
79,87,194,4.56,70.45,Medium
62,18,155,8.06,41.62,Low
75,19,90,6.0,44.84,High
67,38,25,5.26,31.13,Medium
91,87,186,4.56,79.78,Medium
96,13,67,4.78,56.95,Medium
11,81,162,5.19,76.63,Low
46,13,200,4.6,39.04,Low
112,40,115,5.84,71.81,High
33,121,80,4.68,41.38,Low
121,7,77,7.27,70.68,Medium
74,23,164,7.78,19.16,Low
138,27,156,8.05,54.58,Low
126,108,11,6.7,57.51,Low
125,139,76,8.29,55.93,Low
114,109,133,4.52,41.29,Low
12,50,135,5.04,57.87,Low
55,19,108,5.67,26.76,Medium
64,55,32,7.66,51.71,High
84,114,47,8.04,48.8,Medium
54,12,101,6.97,32.28,High
86,73,50,6.03,64.52,High
33,67,5,7.16,15.66,Low
44,72,170,5.22,22.0,Low
33,10,106,6.33,42.98,Medium
37,123,39,6.53,72.42,Medium
25,61,58,4.92,50.26,Medium
68,35,28,4.64,68.94,Medium
24,10,160,7.5,46.23,Low
20,71,26,6.64,64.98,Medium
88,135,20,5.83,32.81,Medium
124,78,17,6.25,67.06,Medium
77,118,104,8.33,38.12,Medium
52,101,104,6.04,49.12,High
78,84,66,4.91,22.31,Medium
84,127,175,6.35,74.43,Medium
112,142,91,7.09,59.1,Medium
50,37,82,4.55,70.12,High
68,144,164,5.83,24.55,Low
48,48,71,6.07,14.74,High
12,17,95,6.35,33.6,Medium
16,61,189,5.71,46.17,Medium
58,100,197,7.17,66.17,Medium
35,113,201,8.28,37.84,Low
110,124,181,8.16,28.9,Low
88,104,37,7.16,36.08,High
11,115,119,6.53,59.25,Medium
136,55,23,7.8,33.54,Low
29,25,168,7.84,78.54,Low
126,64,202,7.82,22.25,Low
41,25,128,5.13,62.72,Low
37,111,147,4.6,51.24,Low
86,130,124,8.43,26.32,Low
10,138,101,8.34,62.75,Low
65,77,28,6.76,41.33,High
44,80,31,8.47,57.77,High
121,82,181,7.58,56.36,Low
39,138,79,6.57,17.75,Low
63,69,27,6.06,68.8,High
45,90,165,6.87,57.7,High
89,38,45,6.56,64.64,High
67,60,60,8.48,41.34,High
92,79,161,6.46,23.65,Medium
74,7,163,7.84,32.83,Low
78,10,197,7.75,73.1,Low
137,10,102,4.79,75.66,Low
60,6,150,4.85,43.73,Low
31,94,10,7.14,30.92,Low
116,60,184,5.54,61.12,Medium
118,100,44,7.13,63.62,Medium
125,14,197,5.08,67.08,Low
110,91,46,6.09,12.18,Low
109,74,200,4.91,10.68,Low
77,117,36,5.63,35.0,High
45,34,14,4.85,20.67,Low
31,132,73,8.38,66.35,Low
75,82,13,6.08,47.3,High
30,59,73,8.1,67.77,Medium
109,53,193,8.38,22.38,Low
137,38,143,8.14,53.91,Low
53,109,103,6.32,50.61,High
112,26,200,7.62,33.83,Low
56,35,78,5.11,46.2,High
48,139,107,4.88,51.23,Medium
38,109,127,8.01,72.26,Low
63,20,106,4.62,13.89,Low
99,24,12,8.39,67.64,Low
94,47,181,7.19,78.61,High
26,51,156,6.18,61.22,Medium
89,118,165,5.07,61.61,Low
82,23,23,7.39,25.26,Low
58,52,6,6.75,46.62,High
110,143,59,7.34,59.42,Medium
11,49,143,6.17,52.16,Medium
68,91,21,4.77,36.96,Low
106,19,174,5.76,75.81,Low
108,114,65,5.76,45.98,Medium
112,100,135,4.53,77.89,Low
11,106,90,4.54,49.47,Low
50,90,39,5.82,65.54,High
132,85,107,7.41,61.94,High
91,55,70,7.0,56.26,High
38,116,5,5.46,11.01,Low
23,19,139,6.91,15.42,Low
21,69,152,7.09,50.7,Medium
108,92,175,6.59,73.82,Low
90,80,123,6.59,52.08,High
115,14,138,5.98,26.52,Low
41,46,59,4.99,32.42,High
83,99,104,6.04,53.62,High
90,15,25,5.88,51.79,Medium
78,122,55,6.87,76.9,High
54,129,178,7.93,47.04,Low
115,82,167,6.0,34.85,Medium
109,94,104,7.34,46.75,Medium
18,12,12,7.75,65.04,Low
71,140,72,5.35,47.83,Medium
38,115,111,8.11,32.82,Low
134,62,148,4.78,33.7,Low
123,90,71,8.11,62.98,Medium
129,59,203,5.15,14.65,Low
88,126,196,5.85,29.23,Low
102,112,6,6.92,20.71,Low
13,52,5,8.12,76.13,Low
91,136,190,5.52,16.31,Low
84,140,5,7.55,63.07,Low
23,133,106,7.34,54.13,Medium
123,51,119,5.14,54.3,Medium
71,9,139,6.42,63.44,Medium
115,28,92,6.43,38.03,Medium
73,22,201,5.72,38.05,Medium
111,88,96,7.62,30.21,Medium
115,9,22,8.2,51.84,Low
29,34,92,7.37,75.09,High
67,5,164,8.39,74.68,Low
121,90,177,4.7,59.21,Low
66,86,37,4.65,73.43,High
128,73,77,8.08,77.45,Medium
106,35,181,8.09,65.66,Low
101,95,165,4.93,38.55,Low
61,97,203,5.93,43.83,Medium
46,131,200,7.84,75.19,Low
17,20,32,5.01,56.9,Low
53,58,91,5.57,67.45,High
107,144,57,7.22,18.13,Low
127,24,48,8.43,23.57,Low
78,86,84,7.69,34.09,High
54,113,187,7.61,23.18,Low
41,117,142,5.87,73.45,Medium
42,21,18,7.15,25.18,Low
135,130,107,4.95,49.0,Low
76,7,40,8.47,15.98,Low
39,21,38,6.42,20.85,Low
123,54,92,7.06,27.32,Medium
38,126,150,8.0,78.8,Low
39,94,20,4.5,65.79,Low
139,91,169,8.4,57.15,Low
71,10,45,5.94,74.14,High
12,59,29,5.86,76.93,Medium
77,106,130,5.08,41.75,Low
34,33,12,7.93,32.94,Low
53,115,116,7.98,32.07,Medium
64,14,98,4.58,12.5,Low
139,95,88,4.72,29.57,Low
50,33,150,8.17,34.85,Medium
73,49,72,4.99,12.58,Medium
40,55,180,6.98,71.78,High
56,105,202,6.98,69.35,Medium
139,132,71,7.98,27.61,Low
105,15,150,6.79,66.18,Low
86,86,115,6.24,65.73,High
119,132,22,8.4,33.45,Low
78,10,60,5.42,58.79,Medium
67,71,155,5.55,30.29,High
115,66,39,4.84,14.92,Low
53,137,138,8.4,45.34,Low
83,141,122,7.33,40.68,Medium
65,32,30,4.55,19.67,Medium
136,42,65,7.32,44.34,High
39,47,92,6.12,76.46,High
80,121,19,8.37,61.2,Low
127,50,95,5.61,61.72,High
64,53,36,7.34,63.03,High
76,43,144,7.01,62.12,High
12,75,137,4.55,11.39,Low
35,131,68,8.04,74.73,Low
66,5,203,5.06,68.11,Low
135,140,90,7.15,29.22,Low
62,73,159,7.6,48.69,Medium
52,34,49,7.02,53.05,High
58,119,39,4.89,19.24,Low
51,12,30,8.4,27.78,Low
20,117,27,5.45,11.63,Low
112,23,145,7.01,70.48,Low
107,63,135,7.69,11.74,Low
94,83,33,8.26,32.31,High
109,40,198,6.92,15.48,Low
113,59,68,5.54,64.7,High
55,48,160,7.85,74.75,Medium
53,81,168,5.15,49.4,Medium
31,82,117,4.59,19.77,Low
123,105,138,8.13,49.07,Low
134,34,143,6.8,63.92,Medium
133,43,170,4.78,60.29,Low
39,17,122,6.82,61.92,Low
17,126,166,5.08,29.54,Low
107,116,71,4.63,15.16,Low
66,49,112,4.97,20.43,Medium
120,123,178,7.6,76.89,Low
82,39,90,7.52,52.95,High
124,11,33,6.92,60.95,Medium
29,114,64,5.34,72.93,Low
34,118,58,7.46,69.69,Medium
28,55,97,6.13,25.29,Medium
14,50,73,6.54,14.06,Medium
84,24,121,8.09,74.76,Low
137,100,13,6.33,78.72,Low
81,42,130,7.01,49.71,High
49,108,81,8.35,72.19,Medium
35,36,14,6.31,26.23,Low
36,62,106,6.74,17.77,Medium
92,86,200,6.84,44.99,High
137,54,62,5.46,66.78,Medium
42,56,117,7.45,55.83,High
106,90,184,7.41,54.61,Medium
120,119,166,5.35,11.22,Low
25,57,110,4.55,32.22,Medium
32,70,39,8.5,75.76,Medium
35,121,107,6.83,19.4,Low
105,47,107,5.22,60.85,Medium
21,86,165,5.63,63.15,Medium
81,68,204,6.97,61.3,High
115,141,164,5.05,79.25,Low
126,117,187,4.65,38.64,Low
35,139,101,7.69,57.75,Low
31,58,140,7.36,23.56,Low
22,69,178,5.74,37.98,Medium
116,6,146,4.73,44.41,Low
32,136,140,6.45,25.04,Low
106,82,110,5.6,73.48,High
27,36,75,6.09,60.13,High
126,104,81,5.6,29.86,Low
39,134,58,5.2,19.45,Low
35,108,25,6.05,30.15,Low
48,93,115,8.36,53.61,Medium
139,53,79,5.56,67.85,High
122,140,18,5.84,45.22,Low
55,91,6,5.82,17.17,Low
59,12,193,6.42,27.45,Low
115,105,112,7.87,34.16,Low
81,20,149,6.11,54.53,Medium
83,44,82,7.72,27.27,Medium
26,110,52,4.96,26.37,Low
79,31,95,8.08,30.03,High
15,108,140,5.24,51.48,Low
35,109,188,4.66,44.48,Low
108,39,21,5.13,68.91,Low
31,117,201,5.26,58.86,Low
60,56,16,6.53,56.68,High
113,57,170,6.3,20.83,Low
98,95,150,7.36,13.87,Low
18,85,30,4.7,45.7,Medium
88,108,41,6.49,15.01,Medium
61,70,74,5.83,35.48,High
